web-scraper-order,web-scraper-start-url,location_date,brand_type,price
"1703597180-1","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Waadt, 1026, 03.10.2018, auf autoscout24.ch","LANCIA Dedra 2.0 i.e. LX","3'900.-"
"1703597180-2","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Aargau, 5054, 08.09.2018, auf autoscout24.ch","VW Golf 1800 S-Plus (GL)","5'990.-"
"1703597180-3","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Thurgau, 8370, 26.06.2018, auf autoscout24.ch","LANCIA Dedra 2.0 HF Integrale","6'950.-"
"1703597180-4","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Bern, 3604, 04.06.2018, auf autoscout24.ch","LANCIA BETA 2000 Spider","19'990.-"
"1703597180-5","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Bern, 4943, 04.04.2018, auf autoscout24.ch","VW Polo 1300 C (X)","12'900.-"
"1703597180-6","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Wallis, 1870, 02.04.2018, auf Autoscout24.ch","HONDA INTEGRA","19'999.-"
"1703597180-7","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Bern, 3236, 08.02.2018, auf autoscout24.ch","BUICK CENTURY LUXUS 5.7-V8 Coupé 350cu.in.","18'850.-"
"1703597180-8","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","St. Gallen, 9300, 11.11.2017, auf autoscout24.ch","OPEL Corsa 1.3 GL","6'900.-"
"1703597180-9","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Zürich, 8051, 09.03.2017, auf autoscout24.ch","HONDA N 400","5'900.-"
"1703597180-10","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","St. Gallen, 9127, 26.10.2015, auf autoscout24.ch","OPEL KADETT","16'700.-"
"1703597180-11","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Bern, 2542, 23.10.2015, auf autoscout24.ch","CITROEN 2CV AZ 12 PS. MODELL 1957","9'800.-"
"1703597180-12","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Zug, 6314, 26.08.2015, auf autoscout24.ch","MORRIS MM 8","37'000.-"
"1703597180-13","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Bern, 2542, 05.03.2015, auf autoscout24.ch","CITROEN 2CV FOURGONNETTE 2CV  CITROEN 2 CV","15'800.-"
"1703597180-14","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=94","Thurgau, 8370, 07.05.2013, auf autoscout24.ch","CITROEN 2CV6 Spécial (Club)","4'800.-"
"1703597192-15","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Basel-Stadt, 4058, 18.05.2021, auf autoscout24.ch","ALFA ROMEO 6","19'900.-"
"1703597192-16","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","St. Gallen, 9402, 06.05.2021, auf Autoscout24.ch","MASERATI Biturbo 2.5 Si","18'900.-"
"1703597192-17","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Solothurn, 4226, 04.05.2021, auf autoscout24.ch","LANCIA HPE 2000 Inj. BETA","7'999.-"
"1703597192-18","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Freiburg, 3178, 27.04.2021, auf autoscout24.ch","VW Golf 1600 C","7'990.-"
"1703597192-19","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Basel-Landschaft, 4466, 16.04.2021, auf autoscout24.ch","ALFA ROMEO 6 2.5","5'700.-"
"1703597192-20","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","St. Gallen, 9466, 12.04.2021, auf autoscout24.ch","FIAT 500 F","29'900.-"
"1703597192-21","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","St. Gallen, 9127, 02.04.2021, auf autoscout24.ch","UNIMOG Ford Traktor 2000","3'900.-"
"1703597192-22","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Thurgau, 8362, 01.04.2021, auf autoscout24.ch","AUDI 80 2.0 E","3'900.-"
"1703597192-23","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","St. Gallen, 9444, 15.03.2021, auf Autoscout24.ch","AUDI 80 2.0 E ABS","9'900.-"
"1703597192-24","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Zürich, 8618, 13.02.2021, auf autoscout24.ch","BMW Bmw 325i Veteran","16'990.-"
"1703597192-25","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Wallis, 3942, 16.01.2021, auf autoscout24.ch","NISSAN Sunny 1.6 SGX 4x4 Wg. 12V","2'500.-"
"1703597192-26","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Basel-Landschaft, 4466, 09.01.2021, auf autoscout24.ch","CITROEN CX Break 25 RI (IE) Familiale","5'300.-"
"1703597192-27","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Genf, 1242, 25.12.2020, auf Autoscout24.ch","MERCEDES-BENZ 190 E 2.6","6'500.-"
"1703597192-28","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","St. Gallen, 9015, 27.11.2020, auf autoscout24.ch","JEEP WRANGLER LAREDO 4.2 Automat","35'900.-"
"1703597192-29","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Schwyz, 6417, 24.10.2020, auf autoscout24.ch","OPEL KADETT C GT/E Coupé","30'000.-"
"1703597192-30","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","St. Gallen, 9475, 13.08.2020, auf Autoscout24.ch","JEEP Cherokee 4.0 Limited","3'900.-"
"1703597192-31","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Basel-Landschaft, 4456, 24.06.2020, auf autoscout24.ch","HONDA Civic 1.5 GL","4'500.-"
"1703597192-32","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Zug, 6314, 07.04.2020, auf Autoscout24.ch","TOYOTA 4-Runner 2.4","38'800.-"
"1703597192-33","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","St. Gallen, 9000, 03.04.2020, auf autoscout24.ch","VW Käfer 13-1303 Albar","19'900.-"
"1703597192-34","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Aargau, 5054, 16.03.2020, auf autoscout24.ch","MITSUBISHI Colt 1400 GLX A","5'990.-"
"1703597192-35","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Bern, 2606, 16.03.2020, auf autoscout24.ch","SAURER 6M","5'600.-"
"1703597192-36","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Solothurn, 4226, 27.02.2020, auf autoscout24.ch","BMW 318i Cabrio ABS","15'000.-"
"1703597192-37","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","St. Gallen, 9127, 21.01.2020, auf autoscout24.ch","OPEL KADETT 1,2 C Kombi","9'600.-"
"1703597192-38","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Luzern, 6173, 29.11.2019, auf autoscout24.ch","DIAVOLINO 250 CCM","14'900.-"
"1703597192-39","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Bern, 2542, 01.10.2019, auf autoscout24.ch","TALBOT Murena 2.2","8'500.-"
"1703597192-40","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Zürich, 8909, 17.07.2019, auf autoscout24.ch","TRIUMPH TR4A IRS","32'600.-"
"1703597192-41","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Solothurn, 4226, 05.07.2019, auf autoscout24.ch","VW Golf 1600 CL Swiss Champ.","10'000.-"
"1703597192-42","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Luzern, 6005, 19.06.2019, auf Autoscout24.ch","CHEVROLET Corsica 2.8 V6","4'000.-"
"1703597192-43","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Bern, 3662, 05.03.2019, auf autoscout24.ch","VW T2 26-201 Pick Up","6'800.-"
"1703597192-44","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=93","Aargau, 5702, 25.11.2018, auf autoscout24.ch","BMW 630 CS Veteranenfahrzeug (CH)","29'900.-"
"1703597203-45","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Zürich, 8309, 19.01.2022, auf autoscout24.ch","MERCEDES-BENZ 230 CE","9'900.-"
"1703597203-46","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Obwalden, 6055, 08.01.2022, auf Autoscout24.ch","VW T2 21 Hochdach","12'500.-"
"1703597203-47","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Aargau, 5317, 05.01.2022, auf Autoscout24.ch","OPEL Calibra 2.0i","10'900.-"
"1703597203-48","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Zürich, 8600, 28.12.2021, auf autoscout24.ch","VW Scirocco 1800 Scala","19'800.-"
"1703597203-49","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Solothurn, 4702, 27.11.2021, auf Autoscout24.ch","ALFA ROMEO 164 2.0 TS","3'890.-"
"1703597203-50","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Zürich, 8309, 05.11.2021, auf Autoscout24.ch","BMW 540i V8 A","12'900.-"
"1703597203-51","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Zürich, 8048, 04.11.2021, auf autoscout24.ch","MERCEDES-BENZ 200","9'900.-"
"1703597203-52","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Solothurn, 4562, 19.10.2021, auf autoscout24.ch","BMW 320i A","15'900.-"
"1703597203-53","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Graubünden, 7000, 08.10.2021, auf autoscout24.ch","DATSUN Stanza 1.6 3tg.","5'900.-"
"1703597203-54","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Obwalden, 6055, 25.09.2021, auf autoscout24.ch","VW T2ab Zwitter","14'500.-"
"1703597203-55","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Schwyz, 6417, 10.09.2021, auf autoscout24.ch","TOYOTA RJ 70 LV-MNEW Hard-Top","23'000.-"
"1703597203-56","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Bern, 3532, 08.09.2021, auf autoscout24.ch","MERCEDES-BENZ 230 TE","4'444.-"
"1703597203-57","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","St. Gallen, 7310, 03.09.2021, auf autoscout24.ch","SUBARU Impreza 1.6","1'300.-"
"1703597203-58","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Glarus, 8752, 03.09.2021, auf autoscout24.ch","VW Käfer","19'990.-"
"1703597203-59","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Schwyz, 8852, 02.09.2021, auf autoscout24.ch","ALFA ROMEO Spider 2.0 Q.Verde","28'999.-"
"1703597203-60","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Bern, 2504, 29.08.2021, auf autoscout24.ch","VW Käfer","9'999.-"
"1703597203-61","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Bern, 2504, 29.08.2021, auf autoscout24.ch","VW Käfer","19'900.-"
"1703597203-62","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Bern, 2504, 28.08.2021, auf autoscout24.ch","VW Polo 1300 CL","4'500.-"
"1703597203-63","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Bern, 2504, 28.08.2021, auf autoscout24.ch","FORD FAIRLANE 500 V8 260/4 Speed","15'000.-"
"1703597203-64","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Aargau, 4665, 23.08.2021, auf autoscout24.ch","HONDA ACCORD","5'100.-"
"1703597203-65","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Bern, 3236, 19.08.2021, auf Autoscout24.ch","MERCEDES-BENZ 420 SEL","16'850.-"
"1703597203-66","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Wallis, 1902, 19.08.2021, auf autoscout24.ch","WILLYS WILLYS","15'000.-"
"1703597203-67","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Bern, 4900, 13.08.2021, auf Autoscout24.ch","ROVER Mini Cooper 1.3i Lamm Cabrio","38'900.-"
"1703597203-68","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Aargau, 5502, 30.07.2021, auf Autoscout24.ch","OPEL Six 1936","14'900.-"
"1703597203-69","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Bern, 3072, 22.07.2021, auf autoscout24.ch","CITROEN AX 11 First (TGE/RE)","7'000.-"
"1703597203-70","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Thurgau, 8274, 05.07.2021, auf autoscout24.ch","FIAT 500","10'900.-"
"1703597203-71","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Tessin, 6814, 27.06.2021, auf autoscout24.ch","SEAT Ibiza 1.5i Special (L)","2'000.-"
"1703597203-72","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Schwyz, 8832, 19.06.2021, auf Autoscout24.ch","SAAB 900i 2.1-16","28'500.-"
"1703597203-73","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Tessin, 6850, 04.06.2021, auf autoscout24.ch","MG MGB","18'900.-"
"1703597203-74","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=92","Thurgau, 8362, 03.06.2021, auf autoscout24.ch","AUDI 100 2.1 CC 5E","5'900.-"
"1703597214-75","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Zürich, 8309, 27.05.2022, auf Autoscout24.ch","MERCEDES-BENZ SL 500 Automatic","14'900.-"
"1703597214-76","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Basel-Landschaft, 4410, 17.05.2022, auf autoscout24.ch","VOLVO 740 2.3 GL","3'900.-"
"1703597214-77","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Freiburg, 3178, 05.05.2022, auf autoscout24.ch","ROVER 827 Si ABS","7'900.-"
"1703597214-78","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Waadt, 1373, 30.04.2022, auf autoscout24.ch","FIAT X 1/9 Bertone i.e.","18'990.-"
"1703597214-79","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","St. Gallen, 9444, 23.04.2022, auf autoscout24.ch","TRIUMPH Spitfire 1500 VETERAN","19'900.-"
"1703597214-80","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Bern, 4900, 16.04.2022, auf autoscout24.ch","BMW 525 (E12)","21'800.-"
"1703597214-81","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","St. Gallen, 9444, 15.04.2022, auf autoscout24.ch","MERCEDES-BENZ 190 E 2.3","12'900.-"
"1703597214-82","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Zürich, 8953, 12.04.2022, auf autoscout24.ch","VW Golf 1 GTI","12'500.-"
"1703597214-83","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Solothurn, 4226, 05.04.2022, auf autoscout24.ch","VW Golf Cabriolet 1800 (GL)","20'000.-"
"1703597214-84","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Bern, 3126, 31.03.2022, auf Autoscout24.ch","SUZUKI SWIFT","900.-"
"1703597214-85","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Luzern, 6242, 30.03.2022, auf autoscout24.ch","NISSAN Patrol 2.8 D SLX Wagon","22'900.-"
"1703597214-86","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Schwyz, 8841, 29.03.2022, auf autoscout24.ch","VW Polo Coupé 1300 G40","7'400.-"
"1703597214-87","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Neuenburg, 2074, 23.03.2022, auf autoscout24.ch","TRIUMPH TR3A","35'000.-"
"1703597214-88","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Schaffhausen, 8222, 12.03.2022, auf Autoscout24.ch","FORD Taunus 2300 V6 Ghia","5'000.-"
"1703597214-89","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Bern, 3236, 05.03.2022, auf autoscout24.ch","ROVER ROVER P5 3 Litre Saloon AUTOMATIC","19'000.-"
"1703597214-90","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Schwyz, 8852, 05.03.2022, auf autoscout24.ch","VW Käfer 11-1200","39'890.-"
"1703597214-91","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Genf, 1226, 05.03.2022, auf autoscout24.ch","FIAT 500L","16'900.-"
"1703597214-92","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Zürich, 8048, 05.03.2022, auf Autoscout24.ch","AUDI 80 1.8 S B3 (Typ 89)","11'900.-"
"1703597214-93","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Luzern, 6030, 04.03.2022, auf autoscout24.ch","MERCEDES-BENZ 190 E 2.3","6'900.-"
"1703597214-94","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Bern, 2542, 02.03.2022, auf Autoscout24.ch","CHEVROLET CAPRICE 5.0 V8 CAPRIC KOMBI ""AB MFK""","13'800.-"
"1703597214-95","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Aargau, 5054, 02.03.2022, auf Autoscout24.ch","ROVER 827 Vitesse A","6'990.-"
"1703597214-96","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","St. Gallen, 9444, 27.02.2022, auf Autoscout24.ch","MERCEDES-BENZ 300 E","9'900.-"
"1703597214-97","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Bern, 2504, 25.02.2022, auf autoscout24.ch","VW Golf Cabriolet 1800 GL Quartett/Special/White","9'900.-"
"1703597214-98","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Zürich, 8833, 18.02.2022, auf autoscout24.ch","VW Golf 1800 GTI","39'900.-"
"1703597214-99","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Bern, 2542, 09.02.2022, auf autoscout24.ch","MERCEDES-BENZ 300 SE Automatic","17'900.-"
"1703597214-100","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Wallis, 1950, 09.02.2022, auf autoscout24.ch","MAZDA 323 1.6i LX A","4'800.-"
"1703597214-101","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Bern, 3236, 03.02.2022, auf autoscout24.ch","FIAT 1100 Special","14'850.-"
"1703597214-102","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Wallis, 1950, 31.01.2022, auf autoscout24.ch","OPEL Kadett 1600i Club","5'900.-"
"1703597214-103","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Obwalden, 6055, 22.01.2022, auf Autoscout24.ch","VW T3 1.9 Caravelle","16'500.-"
"1703597214-104","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=91","Luzern, 6280, 21.01.2022, auf autoscout24.ch","FIAT 500C Topolino","17'500.-"
