web-scraper-order,web-scraper-start-url,location_date,brand_type,price
"1703597435-665","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=72","Bern, 2553, 29.10.2023, auf Autoscout24.ch","FIAT Ducato","1'500.-"
"1703597435-666","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=72","Solothurn, 4512, 29.10.2023","Audi 80. 1993 Jg","3'800.-"
"1703597435-667","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=72","Thurgau, 9545, 29.10.2023","Oldsmobile Toronado 1973 Veteran","25'500.-"
"1703597435-668","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=72","St. Gallen, 9016, 29.10.2023","Alfa 90","7'900.-"
"1703597435-669","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=72","Aargau, 4665, 29.10.2023","Citroen GSA Pallas mit Veteranenzulassung","14'600.-"
"1703597435-670","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=72","Glarus, 8750, 29.10.2023","VW Polo G40 Genesis","6'500.-"
"1703597435-671","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=72","Wallis, 3945, 29.10.2023","Audi 80 2.8 v6 quattro","9'000.-"
"1703597435-672","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=72","Zürich, 8810, 29.10.2023","Pontiac Firebird 5.7 V8","52'900.-"
"1703597435-673","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=72","Zürich, 8810, 29.10.2023","VW Käfer Ovali 1957","22'900.-"
"1703597435-674","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=72","Graubünden, 7132, 29.10.2023","Willys Overland Jeep 1948","10'000.-"
"1703597447-675","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Zürich, 8803, 31.10.2023","Jaguar XJ40 VETERAN ab Service und MFK","9'000.-"
"1703597447-676","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Schwyz, 6417, 31.10.2023","Irmscher Hella Opel Kadett Cabrio GSI Spezial","6'500.-"
"1703597447-677","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Tessin, 6600, 31.10.2023","Volkswagen T4 Diesel","5'500.-"
"1703597447-678","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Luzern, 6045, 31.10.2023","1963 Ford Thunderbird Sports Roadster, Veteran","39'000.-"
"1703597447-679","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Thurgau, 8570, 31.10.2023","FIAT 500 F 1966 Oltimer","24'000.-"
"1703597447-680","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Bern, 3638, 31.10.2023","Vw golf 1","9'700.-"
"1703597447-681","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Basel-Landschaft, 4467, 31.10.2023","chevrolet corvair monza zu verkaufen","29'500.-"
"1703597447-682","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Appenzell Ausserrhoden, 9100, 31.10.2023","Chevrolet El Camino 327 1964","34'999.-"
"1703597447-683","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Freiburg, 1715, 31.10.2023","VW Polo G40","4'500.-"
"1703597447-684","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","St. Gallen, 8733, 30.10.2023","Vw Polo G40","10'500.-"
"1703597447-685","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Thurgau, 8570, 30.10.2023","Oldtimer Fiat 600 D","15'000.-"
"1703597447-686","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Zürich, 8404, 30.10.2023, auf Autoscout24.ch","AUDI 80 2.0 E CD","3'999.-"
"1703597447-687","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Schwyz, 6422, 30.10.2023","Opel Kadette L","950.-"
"1703597447-688","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","St. Gallen, 9127, 30.10.2023","Passat 32B","1'300.-"
"1703597447-689","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Aargau, 4852, 30.10.2023","BMW e30 318","17'000.-"
"1703597447-690","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Graubünden, 7220, 30.10.2023","Ford Mustang Cobra Turbocharged","22'500.-"
"1703597447-691","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Tessin, 6900, 30.10.2023","Golf MK1 Cabrio 1991","13'000.-"
"1703597447-692","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","St. Gallen, 7323, 30.10.2023","Nissan Sunny GTI-R","15'000.-"
"1703597447-693","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Tessin, 6850, 30.10.2023","VW Karmann Ghia Typ 34 - Veicolo d'epoca","10'000.-"
"1703597447-694","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Zürich, 8108, 30.10.2023","Austin-Healey 100/4 der 25. gebaute Healey","69'000.-"
"1703597447-695","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Luzern, 6204, 30.10.2023","BMW 528i Veteran","12'000.-"
"1703597447-696","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Zürich, 8426, 30.10.2023","VW Buggati  B35 Oldtimer Veteran","26'777.-"
"1703597447-697","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Bern, 3018, 30.10.2023","Alfa Romeo 33 1.7 IE","8'900.-"
"1703597447-698","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","St. Gallen, 9527, 30.10.2023","Nissan Skyline R32 GT-R","39'999.-"
"1703597447-699","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Liechtenstein, 9496, 30.10.2023","KAISER Jeep CJ-5 (SUV / Geländewagen)","12'500.-"
"1703597447-700","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","St. Gallen, 9033, 30.10.2023","Jaguar Sovereign 4.0i XJ 40","5'500.-"
"1703597447-701","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Tessin, 6826, 30.10.2023","Fiat 124 Sport - 1972 - 102 cv (auto d'epoca)","22'900.-"
"1703597447-702","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Schwyz, 6438, 30.10.2023","VW T3 Hochdach","10'500.-"
"1703597447-703","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Luzern, 6232, 30.10.2023","VW Golf 1","9'900.-"
"1703597447-704","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=71","Aargau, 4310, 30.10.2023","Alfa Giulietta Spider","85'000.-"
"1703597459-705","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Solothurn, 4712, 01.11.2023","Seltener Oldtimer Tempo","29'900.-"
"1703597459-706","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Tessin, 6600, 31.10.2023","Suzuki","5'000.-"
"1703597459-707","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Aargau, 5705, 31.10.2023","VW T3 DOKA","4'200.-"
"1703597459-708","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Zürich, 8484, 31.10.2023","1971 Chevrolet Camaro Z28 Tribute Veteran","44'900.-"
"1703597459-709","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Appenzell Ausserrhoden, 9100, 31.10.2023","VW GOLF GLI White Special","5'000.-"
"1703597459-710","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Bern, 3604, 31.10.2023","Bmw 320i E30","19'990.-"
"1703597459-711","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Thurgau, 8500, 31.10.2023","Pontiac Grand Le Mans / Muscle Car","7'900.-"
"1703597459-712","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Thurgau, 8570, 31.10.2023","VW Golf 1 Cabriolet Karmann Edition Cabrio 1.8","6'900.-"
"1703597459-713","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Zürich, 8955, 31.10.2023","Mercedes Sec 500","26'900.-"
"1703597459-714","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Bern, 4953, 31.10.2023, auf Autoscout24.ch","VW Golf 1600 GL","1'290.-"
"1703597459-715","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Luzern, 6023, 31.10.2023","Ford F250 Pick Up V8 Big Block - Tolle Patina, frisch ab MFK","29'900.-"
"1703597459-716","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Thurgau, 8500, 31.10.2023","Opel Rekord E 2000","7'900.-"
"1703597459-717","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Solothurn, 5013, 31.10.2023","WINTERANGEBOT! Chevrolet Camaro V8 5.7l","24'000.-"
"1703597459-718","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Luzern, 6274, 31.10.2023, auf Autoscout24.ch","MERCEDES-BENZ 400 SE Automatic","4'900.-"
"1703597459-719","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Zürich, 8951, 31.10.2023, auf Autoscout24.ch","TOYOTA Camry 2.2 GL","1'590.-"
"1703597459-720","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Freiburg, 3178, 31.10.2023, auf Autoscout24.ch","CHEVROLET Cavalier Z24 2.8 (RS)","2'000.-"
"1703597459-721","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Zürich, 8400, 31.10.2023","CHEVROLET CORVETTE C4 L98","18'100.-"
"1703597459-722","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Zürich, 8114, 31.10.2023","Alfa Romeo mit Lancia Delta integrale Motor","5'500.-"
"1703597459-723","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Thurgau, 8575, 31.10.2023","FERRARI MONDIAL 3.2 COUPÉ/ CH-FAHRZEUG/ TOP-ORIGINAL ZUSTAND","56'900.-"
"1703597459-724","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Tessin, 6616, 31.10.2023","CADILLAC FLEEDWOOD SPECIAL, V8 Big Block","55'000.-"
"1703597459-725","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Thurgau, 9562, 31.10.2023","Alfa Romeo Spider 2.0 Q.Verde","19'500.-"
"1703597459-726","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Aargau, 5324, 31.10.2023","Citroën 2cv 6 Veteran blau / weiss","26'666.-"
"1703597459-727","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Zürich, 8320, 31.10.2023","VW Bus T2b Jg 197","17'900.-"
"1703597459-728","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Wallis, 1920, 31.10.2023","BMW E30 325iX","9'999.-"
"1703597459-729","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Aargau, 5102, 31.10.2023","Ford Mustang Fastback 1967","79'500.-"
"1703597459-730","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Zug, 6315, 31.10.2023","Toyota Celica 1600ST (Veteran)","40'000.-"
"1703597459-731","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Zürich, 8044, 31.10.2023","Audi 100 Turbo Quattro","12'500.-"
"1703597459-732","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Aargau, 5400, 31.10.2023","Veteranen Fahrzeug Plymouth 1929","28'000.-"
"1703597459-733","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Schaffhausen, 8217, 31.10.2023","Buick 1947 8 Zylinder Reihe Projekt","7'900.-"
"1703597459-734","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=70","Aargau, 5442, 31.10.2023","Simca 8 -Veteranenfahrzeug, 1951","20'000.-"
"1703597471-735","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Bern, 2575, 02.11.2023","Caterham Super Seven Replica","20'000.-"
"1703597471-736","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Zürich, 8212, 02.11.2023","Fiat 500 F","15'000.-"
"1703597471-737","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Zürich, 8330, 02.11.2023","BMW 325i E30 Cabrio","19'900.-"
"1703597471-738","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Tessin, 6982, 02.11.2023","Triumpf TR6 (1969)  für unvergessliche Ausfahrten","39'500.-"
"1703597471-739","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Luzern, 6106, 02.11.2023","VW GOLF GTI 1.6","22'000.-"
"1703597471-740","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Solothurn, 4600, 02.11.2023","MERCEDES BENZ W124 250 Turbo Diesel","10'000.-"
"1703597471-741","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Bern, 4955, 01.11.2023","Opel Ascona","14'500.-"
"1703597471-742","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Aargau, 5614, 01.11.2023","Porsche 944","17'900.-"
"1703597471-743","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Graubünden, 7015, 01.11.2023","Alfa Romeo 75 TS - etwas für den Frühling","13'000.-"
"1703597471-744","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Solothurn, 4524, 01.11.2023","Plymouth Valiant 3.7l Slant Six","13'999.-"
"1703597471-745","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Liechtenstein, 9485, 01.11.2023","Corvette C4 86 V8 5.7 Targa","12'500.-"
"1703597471-746","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Tessin, 6742, 01.11.2023","Vw polo G40","7'000.-"
"1703597471-747","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Luzern, 6206, 01.11.2023","Mercedes Benz 190E (W201)","17'800.-"
"1703597471-748","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Zürich, 8600, 01.11.2023","Mercedes w123 Winterprojekt","4'350.-"
"1703597471-749","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Solothurn, 4553, 01.11.2023","Lancia Fulvia S3","28'500.-"
"1703597471-750","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Bern, 3360, 01.11.2023","Toyota 4 Runner","3'200.-"
"1703597471-751","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Aargau, 5326, 01.11.2023","Cadillac fleetwood series75 Stretch scheunenfund","4'750.-"
"1703597471-752","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Tessin, 6828, 01.11.2023","PUCH 230 GE","30'000.-"
"1703597471-753","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Zürich, 8620, 01.11.2023, auf Autoscout24.ch","MERCEDES-BENZ 280 CE Automatic","21'900.-"
"1703597471-754","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Solothurn, 4228, 01.11.2023","Opel Kapitän Bj.1954","22'500.-"
"1703597471-755","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Zürich, 8153, 01.11.2023, auf Autoscout24.ch","ALFA ROMEO 164 2.0 Turbo","6'499.-"
"1703597471-756","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Bern, 3097, 01.11.2023","Fiat 500L 110 F Berlina","11'990.-"
"1703597471-757","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Zürich, 8925, 01.11.2023","Lancia Flavia 1.8 Convertibile  Oldtimer","69'000.-"
"1703597471-758","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Tessin, 6634, 01.11.2023","Fiat 500C Topolino  1952","31'900.-"
"1703597471-759","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Bern, 2502, 01.11.2023","Chevrolet caprice/tausch gegen mofa","4'800.-"
"1703597471-760","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","St. Gallen, 9244, 01.11.2023","BMW Cabrio","20'000.-"
"1703597471-761","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","St. Gallen, 8735, 01.11.2023","Vw Bus Typ 2 T3","30'000.-"
"1703597471-762","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Thurgau, 9554, 01.11.2023","Mercedes 280 SLC C107 Veteranengeprüft","20'500.-"
"1703597471-763","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Zürich, 8123, 01.11.2023","Oldtimer BMW Dixi DA2","29'900.-"
"1703597471-764","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=69","Bern, 3303, 01.11.2023","VW Bus T3","19'000.-"
"1703597482-765","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","Thurgau, 9548, 03.11.2023","Mazda MX-5 NA 1.6l, frischer MFK, 211000km (MX5, Miata)","10'400.-"
"1703597482-766","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","Tessin, 6900, 02.11.2023","Vendo Fiat 600 del 1962","11'500.-"
"1703597482-767","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","Schwyz, 6436, 02.11.2023","AUDI 100 C4 Quattro","10'000.-"
"1703597482-768","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","Thurgau, 8596, 02.11.2023","Honda CRX EE8 Karosserie mit div Teilen","990.-"
"1703597482-769","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","Basel-Landschaft, 4202, 02.11.2023","Plymouth Duster 74","35'000.-"
"1703597482-770","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","Schwyz, 8808, 02.11.2023","Einmalige Gelegenheit - VW 11/1200","34'999.-"
"1703597482-771","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","Schaffhausen, 8222, 02.11.2023","Mercedes 190 2.6l frisch ab MFK","6'900.-"
"1703597482-772","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","Liechtenstein, 9495, 02.11.2023","Legende und Rarität Toyota Landcruiser BJ71","25'000.-"
"1703597482-773","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","Genf, 1214, 02.11.2023, auf Autoscout24.ch","MERCEDES-BENZ 190 E 2.0","4'900.-"
"1703597482-774","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","Liechtenstein, 9495, 02.11.2023","VW Golf 1 Cabrio","6'000.-"
"1703597482-775","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","St. Gallen, 9000, 02.11.2023","OPEL Corsa B 141","1'800.-"
"1703597482-776","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=68","St. Gallen, 8645, 02.11.2023","Fiat 130  2.9 V6 Automat  VETERAN TOP","16'990.-"
